AGAINST	Cansado de los eslóganes de izquierdas y derechas. Quiero un país que progrese, que acabe con los chiringuitos, los privilegios políticos, las condonaciones bancarias a los partidos que olvidan a las personas ¿es izquierdas o es derechas? Sinceramente me da igual, quiero valores 
NONE	Le recuerdo a EnricJuliana que en Cataluña los no indepes no nos podemos manifestar!!! RelatorARV
AGAINST	Me parece muy raro que la gallifanta y toda la patulea indepe no hayan hecho mención alguna a las declaraciones de los testigos que comprometen a los golpistas. Van a tener que tomar Almax para digerir bien la realidad JuicioProces
NONE	Así es Inés Arrimadas: su carrera en 10 vídeos 
NONE	RT omundodaboIa: Melhor lateral direito do Mundo!🔥🔥 
AGAINST	? EnDirecto rogertorrent cree que la intervención de junqueras se leerá en los libros de historia JuicioProces  
AGAINST	RT PJuvencioC: lopez_vallet Hitler hizo exactamente lo que los indepes, pervertir la ley mediante el fraude para acabar con todos los con…
FAVOR	RupertCocke sarcasmodigame MariadelMarMen9 Estoy de acuerdo, pero es que no se ha empezado ni a debatir… Para ir de la A a Z, lo importantes es pasar por B C D E…, es decir, introduciendo la democracia directa poco a poco... A TODOS los políticos (incluidos indepes) les interesa mantener la Partidocracia.
AGAINST	Aquí tenéis la miga del independentismo. Alguien q llama invasores a quienes han sido elegidos democráticamente (no a dedo como los presidents) Alguien cuyo argumento es el insulto, alguien q dice q ¡Cat es una nación! ¡Y anterior a España! Discípulo d Cucurull y d la estulticia 
FAVOR	Duro artículo de 'The Washington Post': España está juzgando a su democracia 
AGAINST	Abascal responde al boicot del PSC al gran acto de Vox en Barcelona: Sois los tontos útiles del separatismo . por Maiteloureiro_  vía libertaddigital
FAVOR	pilarc_pilarc Ten, manipuladora 💅💅 se te cayó el ME ESTAS HABLANDO EN POLACO?? que le suelta el fachamierda primero ZASCA 
FAVOR	Anteridio aldebarando79 javilm Nonius9 TomsGonzlez1 maxpradera Las pulgas de mi perro no son perro, son pulgas, aunque vivan en mi perro. (en Cat pasa lo mismo con el fascismo unionista ) Y son muy molestas y transmiten enfermedades.
FAVOR	RT claudiperez: “Nunca ha habido un acuerdo con los independentistas”, dice Sanchez. “No había condiciones” para votar a favor de la moció…
FAVOR	rumbournasarv Lo mejor que puede hacer Arrimadas es largarse a Madrid, que en breve se convertirá en el establo general de la ultraderecha.
AGAINST	Que manía de preguntar a Lroldansu si CiudadanosCs pactará con Vox, es una fuerza de momento extraparlamentaria y además aún no conocemos su programa, lo que tenemos claro es que no pactaremos con quien quiere romper España! ObjetivoElecciones 
AGAINST	verumfabula64 PtfLaSilenciosa joseantich elnacionalcat Y el Parlamento está sometido al control judicial Recuérdaselo a los independentistas, que tienen memoria selectiva y esta parte no les mola 😜
NONE	Maduro, una pregunta: ¿ De verdad, tú vas a ordenar que militares y civiles armados disparen a matar contra ese río humano de ciudadanos venezolanos, desesperado por pan y libertad? ¿Y Uds, militares acometerán ese crimen de lesa humanidad? 
NONE	ghoficial XLoganLobeznoX Sofía a la calle no nos toméis el pelo
AGAINST	RT JotaMSilvaA: EuroVisión del padecimiento. Puigdemont y el grito de Munch, por Xavier Sardà 
FAVOR	Vergonzoso ataque de Álvaro Ojeda a Àlex Granell por dar apoyo a los presos | vía En_Blau_es 
FAVOR	Viendo quién está apoyando al golpista de Guaidó, me reafirmo que estamos en el lado correcto compañers. Casado, Rivera, Abascal, Sánchez, Carmena, Trump, Macrón, UE, y este individuo????, apoyan el golpe. 
FAVOR	spaincrisis Yo he soñado esta noche que el Congreso Madrileño, estaba lleno de diputados Catalanes indepe!! Me he levantado de contenta!???? Yo votaré!
NONE	El actual presidente de la Cámara catalana reivindica un segundo referéndum para solucionar la crisis territorial: “Tengan presente que volveremos a votar” sergiquitian 
FAVOR	¡Atentos!: El lobby del juego se reunió con 96 políticos españoles en 2018 para presionar a favor del sector. Y aparecen estos nombres: Pío Cabanillas y Rafael Catalá (Codere) al exdiputado Andrés Ayala (Orenes), ¿ MáspartidopopularMásIgualdad o MáspartidopopularMásLudopatía ?  
