AGAINST	en ha fet més per independentisme i la unitat popular a nou barris que tots aquests que tant el critiquen als seus barris i pobles amunt francisco
FAVOR	es passen dies denunciant autocar amb que van traslladar els presos polítics ahir diuen que no aprovarien els pressupostos de amo i avuí diuen que ho repensaran el ridícul de tot plegat és infinit per cert el president de catalunya treballa
AGAINST	si la setmana vinent decidim anar a les eleccions del a us agradaria que sortíssim al a explicar la nostra proposta feunosho saber amb el hashtag #piratesalfaqs #faqsstrubeltv
FAVOR	consentir una manifestació a plaça sant jaume de feixistes que ens amenaça és una irresponsabilitat del
AGAINST	titular alternatiu el ministre de interior posa en dubte la mateixa realitat i anuncia que deixa la política per dedicarse a la filosofia
FAVOR	en un bar de sant joan de vilatorrada tens el president del partit a la garjola i la secretària general a exili per haver fet un referèndum i els del partit proposen ferne un de debò
FAVOR	foreceu noves eleccions ja apartem als qui el d van enganyar als seus votants i ara han tret la màscara autonomista amb polítics sense coratge ni projecte que no compleixen el mandat del #oct no avancem feu valer els nostres vots tenim pressa
AGAINST	tothom sap que esquerra autèntica recolza ferotgement la república catalana i que no dona suport a fanàtics ultradreta com torra
FAVOR	referèndum sobre estatut i independència però què és això a escòcia va ser així oi que no ja prou tardà de veritat prou per molt que repeteixis cada dia el mateix la gent no tho compra i espero que no tho compri mai
NONE	en yokomizo vs amuro aprenents en kogoro #detectiuconanxl
AGAINST	només recordar pq de vegades la memòria és selectiva que el sraznar és còmplice de assassinat de quasi mig milió de persones espero i desitjo que com tots els assassins algun dia et jutjin i et podreixis a la presó
AGAINST	️  boom alemania demana a ue que suspengui la regla de unanimitat per les decisions de política exterior això vol dir que espanya no podria bloquejarnos per entrarhi
AGAINST	tho estant repetint cada dia si votes erc el #a no et sorprenguis endemà quan tornin a votar amb el psoe de franc i a fer de nous duranilleida a madrid no volen el vot indepe que confien mantenir de franc cerquen exvotants de podemospsoe lícit pero no amb el meu vot
AGAINST	si si només faltaría que reconeixesin la culpabilitat aixi de primeres pero encara falten el testigs de la acusació que tenen tanta credibilitat com els acusats
AGAINST	es un estafador botifler i malparit
AGAINST	el parlament de catalunya sempre treballant pel que realment importa
FAVOR	com ja vam fer amb al vaga de any passat els diputats i diputades donarem el nostre sou del dia de la vaga a entitats feministes explica al #parlament
FAVOR	no entenc com al parlament europeu donen veu a aquests feixistes agressius i violents i silencien la veu de persones pacifiques com el nostre president legítim a exili
FAVOR	el sistema judicial vol carles puigdemont a espanya no com a testimoni sinó com a presoner advocat de valtònyc #faqstherealtv ️
FAVOR	maragall un paio que va passar de ajuntament franquista de porcioles a fidel servidor del psoe de mister x als tripartits infausta memoria i per ultim indepe es algu de solids principis i projecte clar i si a mes te experiencia de  anys es un candidat excel·lent
AGAINST	en una cosa té raó no es poden barrejar les coses per això ajuntament actual fa polítiques socials com mai vistes i a més és únic partit q ha portat a judici les càrregues policials de o i fa actes actes en defensa de abús de la gent empresonada
NONE	ens jutgen a tots perquè no ens poden afusellar
FAVOR	quantissima dignitat en cada nota massa no mereix el que ens estan fent els nostre cuanta vergonya indignitat i egoisme hi ha als despatxos però no ens fareu còmplices de la vostre traïció no passaran els feixistes però vosaltres vosaltres tampoc mori el mal govern
AGAINST	plaça sant jaume ara mateix catalunya combat al feixisme
FAVOR	#faqsstrubeltv espanya amb catalunya ha estat disposat a fer de tot de tot menys política
FAVOR	estaca a sant jaume gallina de piel #omplimstjaume #omplimsantjaume #llibertatpresespolítiques #llibertatpresospolítics
FAVOR	des de quan la facultat interrogar a un testimoni de la contrapart està condicionada a les preguntes que li hagi formulat abans el proposant de la prova el feixisme togat espanyol innovant una vegada més el dret #judicifarsa
NONE	#totesmoutv quina barra dir q ara hi ha crispació i ara els catalans patim i negar q fons ara els catalans no patíem cony q des q vaig néixer han pretès q demanes perdó per ser catalana catalanista i separatista
