AGAINST	Cansat dels eslògans d'esquerres i dretes. Vull un país que progressi, que acabi amb els xiringuets, els privilegis polítics, les condonacions bancàries als partits que obliden a les persones, és esquerra o és dreta? Sincerament em dóna igual, vull valors
NONE	Li recordo a EnricJuliana que a Catalunya els no indepes no ens podem manifestar!! RelatorARV
AGAINST	Em sembla molt estrany que la gallifanta i tota la patulea indepe no hagin fet cap esment a les declaracions dels testimonis que comprometen als golpistes. Hauran de prendre Almax per digerir bé la realitat JudicioProces
NONE	Així és Inés Arrimades: la seva carrera en 10 vídeos
NONE	RT omundodaboIa: Melhor lateral direito do Mundo! #Moltwitter
AGAINST	En Directo rogertorrent creu que la intervenció de jonqueres es llegirà en els llibres d'història JudicioProces
AGAINST	RT PJuvencioC: lopez_vallet Hitler va fer exactament el que els indepes, pervertir la llei mitjançant el frau per acabar amb tots els amb...
FAVOR	RupertCocke sarcasmodigame MariadelMarMen9 Estic d'acord, però és que no s'ha començat ni a debatre... Per anar de l'A a Z, l'important és passar per B C D E..., és a dir, introduint la democràcia directa poc a poc... A TODOS els polítics (inclosos indepes) els interessa mantenir la Partitcràcia.
AGAINST	Aquí teniu la miga de l'independentisme. Algú que anomena invasors a qui han estat elegits democràticament (no a dit com els presidents) Algú que té l'argument que és l'insult, algú que diu q Cat és una nació! I anterior a Espanya! Discípul d Cucurull i d l'estultícia
FAVOR	Duro article de 'The Washington Post': Espanya està jutjant a la seva democràcia
AGAINST	Abascal respon al boicot del PSC al gran acte de Vox a Barcelona: Sous els ximples útils del separatisme. ~ ~ ~ per Maiteloureiro _ via llibertatdigital
FAVOR	pilarc_ pilarc Ten, manipuladora ö se et va caure el ME ESTAS HABLANDO EN POLACO?? que li solta el faxamierda primer ZASCA
FAVOR	Anterior aldebarant79 javilm Nonius9 TomsGonzlez1 maxpradera Les polgues del meu gos no són gos, són polles, encara que visquin en el meu gos. (en Cat passa el mateix amb el feixisme unionista) I són molt molestes i transmeten malalties.
FAVOR	"RT claudiperez: ""Mai hi ha hagut un acord amb els independentistes"", diu Sanchez. ""No hi havia condicions"" per votar a favor de la va morir..."
FAVOR	rumbournasarv El millor que pot fer Arrimades és marxar a Madrid, que en breu es convertirà en l'estable general de la ultradreta.
AGAINST	Que manava de preguntar a Lroldansu si CiutadansCs pactarà amb Vox, és una força de moment extraparlamentària i a més encara no coneixem el seu programa, el que tenim clar és que no pactarem amb qui vol trencar Espanya! ObjectiuEleccions
AGAINST	verumfabula64 PtfLaSilenciosa joseantich elnacionalcat I el Parlament està sotmès al control judicial Recorda-li als independentistes, que tenen memòria selectiva i aquesta part no els mola
NONE	Maduro, una pregunta: De debò, tu ordenaràs que militars i civils armats disparin a matar contra aquest riu humà de ciutadans venezolans, desesperat per pa i llibertat? I Vostès, militars escendran aquest crim de lesa humanitat?
NONE	ghoficial XLoganLobeznoX Sofía al carrer no ens preneu el pèl
AGAINST	RT JotaMSilvaA: EuroVisió del patiment. Puigdemont i el crit de Munch, per Xavier Sardà
FAVOR	Vergonzoso atac d'Àlvaro Ojeda a Àlex Granell per donar suport als presos #Blau_es
FAVOR	Veient qui està donant suport al golpista de Guaidó, em reafirmo que estem al costat correcte companyers Casat, Rivera, Abascal, Sánchez, Carmena, Trump, Macrón, UE, i aquest individu???
FAVOR	spaincrisi Jo he somiat aquesta nit que el Congrés Madrileño, estava ple de diputats Catalans indepe!! M'he aixecat de contenta!???
NONE	"L'actual president de la Cambra catalana reivindica un segon referèndum per solucionar la crisi territorial: ""Teniu present que tornarem a votar"" sergiquitian"
FAVOR	Atents!: El lobby del joc es va reunir amb 96 polítics espanyols el 2018 per pressionar a favor del sector. I apareixen aquests noms: Pío Cabanillas i Rafael Catalá (Codere) a l'exdiputat Andrés Ayala (Orenes), MéspartidopopularMásIgualdad o MéspartidopopularMásLudopatia?
AGAINST	xriusenoticies Més enllà de que pint malament per a Trapero, pinta malament per a Forn i per a tots. Això està orquestrat des de dalt. L' ordre i el guió parteixen de la GenCat, passen per ANC i Omnium, Mossos, CDR' s i grups diversos. TÍTOL DE LA PELÍCULA? Tots eren golpistes i una mica imbècils?
FAVOR	Qui si no Ciutadans anava a ressuscitar Puigdemont per a la campanya de les generals? En aquest show que ens debilita a tots com país es necessiten els uns als altres. Puigdemont recull el guant d'Arprimades i la rebrà a Waterloo
NONE	"Vilalta alerta que el PSOE vol aprofitar la no tramitació dels Pressupostos ""per fer electoralisme "" a costa de l'independentisme alextortsagues"
FAVOR	Algú coneix algun argument a favor de la independència de Catalunya? Vull fer un fil contraargumentant-los però se m'acudeixen pocs... gabrielrufian, m'ajudes?
FAVOR	El PSOE no va apoderar governar en la propera legislatura sense el suport dels partits independentistes. EH Bildu permetrà aturar a la dreta i posar damunt de la taula una negociació amb l'Estat en terme de país, no en termes de partit
AGAINST	Després del linxament 'indepe' a Montserrat del Toro en xarxes
AGAINST	?? L'únic canvi que s'ha de realitzar a l'avinguda Príncep d'Astúries és reanomenar-la per Princesa d'Astúries. Colau vol un canvi de nom per complaure els separatistes amb vistes a futurs pactes a Barcelona. 20m YoConBOU
AGAINST	XavierRosMartn2 julia_ otero Tens raó q Catalunya està a anys llum d'Esp A Catalunya es viu en un règim dictatorial al son del addicta el Govern i els seus mitjans de propaganda, el més semblant a la societat indepe és Corea del Nord
NONE	Jonqueres només respon a les preguntes de la seva defensa OriolJunqueres judiciproces Junqueres
NONE	Arrimades podria anunciar el seu salt a la política nacional avui mateix
NONE	Vaig tenir amor, vaig tenir compaixão, vaig tenir soliedarietate, vaig tenir gigantisme, Não som imimigos, som rivais, som éssers-humans.
AGAINST	QuimTorraiPla Al millor no només no ho acceptem sinó que li donem la benvinguda a una mica de decència socialista que digui que ja està bé de tanta ximpleria i cessió a polítics separatistes i golpistes.
AGAINST	Per Ada Colau tothom té llengua materna menys els que parlen espanyol. DolcaCatalunya jacobialcalde Barcelona tavarnia España
AGAINST	No us perdeu com el periodista Xavier Rius desmunta totes les mentides del separatisme en menys de cinc minuts.
FAVOR	A més, els mitjans de comunicació àrabs bombardejan constantment a la població amb tota una estratègia per demonitzar als espanyols. Alguns polítics àrabs els qualifiquen de terroristes, golpistes i criminals. Els acusen de violents quan només va ser violenta la seva policia.
NONE	"?Padraic Kenna: ""Mentres als bancs els interessi que el preu de l'habitatge sigui alt, els polítics no podran fer res"
FAVOR	TIC tac TIC tac inessss! Cuidaooo!!! Que veuen drones indepes a tot arreu Bonito dia t'ha quedat avui, cap ¥ jcanadellb
AGAINST	Si ofereixes competències per aconseguir satisfer a aquest nacionalisme, sempre hi haurà coses per sentir-se insatisfet. És un error voler satisfer al nacionalisme amb més competències
AGAINST	Què calladits esteu, golpistes feixistes... no us està agradant molt el judici, ehhhhhhhhhh? Golpistes, feixistes i violents.... sou més xuls que un vuit #xhhhhhhhhhhh??
NONE	Us he explicat que jo treballo amb uns quants indepes?
AGAINST	Pensament: Causa surojo o vergonya aliena escoltar a Quim Torra quan manseja conceptes com democràcia o llibertat, per manupediaz _
AGAINST	Els CDR segueixen campant els seus amples per tot CAT. Fins al punt que ja no només s'atreveixen a assetjar jutges i polítics a atacar seus judicials. Han anat un pas més enllà i han atacat amb pintura groga el quarter de la GC de Vic. La SilenciosaCat
AGAINST	enoticiescat algú esmentarà al bé pagès Mónica Terribas i les seves trucades des de matatradi per conèixer desplaçaments de vehicles guardicivil i policia? JudiciTV3CatRadi JudiciDelProces
