0	jar	En Valencia se pasa hambre pero no parece ser una prioridad de Ribò que si pudiera cerraría el Banco de Alimentos y dejaría a toda ésta gente en la estacada La sociedad se organiza para suplir a aquellos políticos que no sirven para nada 	AGAINST
0	jar	Así era el proyecto de Constitución catalana los partidos no independentistas prohibidos 	AGAINST
0	jar	Necesitamos un Gobierno valiente  y que defienda a los Españoles España	AGAINST
0	jar	Joder con los indepes que no se venden como hacía Pujol Voy a informarme de cuál es el grado de cumplimiento de las promesas económicas a los catalanes en general y de los PGE en particular Por qué no reclamas que te hostien y luego te prometan 4 de tus perras 	FAVOR
0	jar	Antoni Puigverd se queja de que Millo no facilite construir una verdad que incluya la perspectiva independentista puede  construirse  una verdad Ahora sin embargo sí parecen los 	AGAINST
0	jar	Los independentistas o los unionistas de verdad creo que persiguen temas muy parecidos  Solo escucha que dicen desde Cádiz y verás a que me refiero 	FAVOR
0	jar	RT naxoxan No sé el collegi però es aquest mateix👎👎 casi segur per les façanes i paret😎 FentElPasillo Mamporreros 1oct  	FAVOR
0	jar	Ustedes quisieran que sólo interviniera Cuba como lo ha venido haciendo desde hace 20 años Se acabo el engaño Entreguen el gobierno al Presidente jguaido 	NONE
0	jar	RT jaimeberenguer GraciasInés por dejarnos tirados en Cataluña a pesar de que te votamos para ser Presidenta y te hicimos ganar las elec	NONE
0	jar	Lo que está haciendo el gobierno actual en contubernio con los separatistas llega al nivel de un Genocidio El alma de mi país se muere y yo soy su testigo Nos corresponde votar por el cambio Viva este hermoso país llamado EspanaViva SiguemeyTeSigoVOX	AGAINST
0	jar	QueNoEnsEnfrontin Unitat i solidaritat todos tenemos unas necesidades e intereses comunes Derecha NO ni Cat ni Esp NoVolemMurs FelizDomingo 	AGAINST
0	jar	La misma ley se lee de forma distinta en tiranía o democracia La tiranía castiga para eliminar enemigos La Democracia reprime protegiendo valores En una democracia no cabe concebir leyes o aplicación de leyes contra la democracia 1Oct exiliats presospolitics	FAVOR
0	jar	A Madrid no fareu front amb ningú No aturareu res  28A  Sánchez  Catalunya nos unió a Rajoy y a mí y debería hacerlo con los partidos constitucionalistas  	FAVOR
0	jar	Gusten Torra y Puigdemont más o menos es bastante loco que no se autorice una conferencia de los independentistas por temas de seguridad que vaya excusa más triste también y que poco después den permiso para hacerla a una formación antieuropeísta y excluyente como Vox 	NONE
0	jar	Arrimadas a waterloo va a promocionarse para  buscar en Madrid un sillón de ésos que le gusta a su jefe porque últimamente hacer el payas acosta de Cataluña se ve que da votos	FAVOR
0	jar	Os dicen que no hay que votar a los que jamás aceptarán un referendum porque si ganan indultarán a unos que no han sido todavia condenados y llevan año y pico secuestrados por dejar votar a la gente Si es que lo raro es que no os queráis bajar todos de esta mierda	FAVOR
0	jar	lsanzo Demies36 tengo pendiente tu artículo Luis seguro que aprendo y tomo notas Beso grande	NONE
0	jar	FeminismoYRepública Ahora vas y me dices que estamos en una democracia plena Asistimos en directo a la forma de elección del jefe del estado en España 	FAVOR
0	jar	RT JuanGosset El independentismo es el arte de engañar usando la expresión  a punto de  	AGAINST
0	jar	Esto hace que forzosamente vea al ser humano como fuente de alimentación Y no quiera alejarse  irse lejos de nuestra figura  La otra en aves puede ser recortar el vuelo O los más bestias hacerles rotura de alas 	NONE
0	jar	0Xiribec0 Tus seguidores deben ser muy cortos tenet que enseñarles a seguir un hilo no dice mucho dr ellos ni de ti Por cierto yo no me enfrento a nadie y menos sobre una estupidez como la República fantasma y su independencia	AGAINST
0	jar	No debemos permitir que el Estado de una paga a los presos ellos se encuentran en cárceles que parecen hoteles con pensión completa con una calidad de vida y comodidades que muchas personas decentes habiéndo trabajado toda su vida no están disfrutando Qué será lo proximo 	AGAINST
0	jar	VÍDEO  Agria bronca de Torra y Arrimadas en el Parlament El president acusa a la líder de Ciutadans de buscar pelea y la dirigente naranja de representar a los CDR  	NONE
0	jar	Espectacular la declaració de quimforn que està deixant en evidència les mentides de la fiscales  Pregunta Ha sido alguna vez detenido por sus ideas Resposta Sí en 1986 al intentar entrar una bandera catalana en el Estadio Olímpico Zasca	FAVOR
0	jar	LaSilenciosaCat  Entendeis Ahora a los catalanes ESPAÑOLES cuando decimos que nos sentimos solos contra la dictadura indepe  	AGAINST
0	jar	Ha quedado claro ya que en Ciudadanos no hay vida inteligente o hay que esperar a que Arrimadas vaya a Waterloo a hacer el ridículo una vez más   LaTontaDelBote	FAVOR
0	jar	cazamariposastv MaiteGH16 sofiasuescun que pesada eres maite sigue y sigue perjudicando a su hija sofiasuescun en serio que se retire y vuelva a pamplona de va hundir en la misiera a este paso tu misma empieza a pensar en ti	NONE
0	jar	É Rodrigo Maia quem toca no ponto chave desta fritura repentina do ministro Bebianno O presidente sinaliza p todos os políticos q não hesitará em torpedear qq um Quem tem votações difíceis no Congresso pela frente não pode parecer traíra 	NONE
0	jar	jar	AGAINST
0	jar	No era Rajoy era una juez catalana la que había ordenado a Mossos cerrar los colegios e impedir el referéndum ilegal  Y a Guardia Civil y policía actuar si no lo hacían los Mossos en sustitución 	AGAINST
0	jar	VotanNO El PSOE no ha hecho NADA por aprobar los presupuestos no hay MAS  Hoy PSOE vota junto al PP no seguir con la investigacion de la financiación irregular del partido  Ahí están muy juntitos como siempre y no hay más  Si no lo veis es que estáis muuuu ciegos	FAVOR
0	jar	InesArrimadas Inés aquí te equivocas Te necesitamos en Catalunya  Si en Catalunya ha ganado las elecciones Ciudadanos es por ti No puedes darle la mayoría a los independentistas por favor 	FAVOR
0	jar	Pensamiento  La única forma de ganar al nacionalismo es en el discurso político poniendo de manifiesto lo que en la mayoría de países democráticos consideran que es antiguo insolidario y a menudo reaccionario  por Víctor Andrés Maldonado 	AGAINST
0	jar	RT CaraotaDigital Guaidó en Cúcuta Estamos aquí porque las Fuerzas Armadas también participaron                  	NONE
0	jar	Nos dice Mark Serra que Junqueras y ERC sacan rédito de su situación no como Puigdemont y JxCat que nunca han hecho tal cosa  Estos convergentes disfrazados de republicanismo me hacen mucho de reír 	AGAINST
0	jar	willynotas23 AnuskaPolsky Recuerdos a Puigdemont Siempre puedes compartir piso😂😂😂	FAVOR
0	jar	Sobre Hoje  Diego Alves engravida minha irmã  LDuarte e RCaio Melhor Zaga  BHenrique desculpa quando disse que sua contratação não era necessária  Everton Ribeiro não pode ser banco  Diego fez nada   Gabigol 9 decisivo  Arão Vai tomar no cu  Abel vai junto com o Arão	NONE
0	jar	Agradecemos el reconocimiento del Gobierno de Estonia a nuestras acciones para lograr que los venezolanos decidamos nuestro futuro en libertad con justicia y democracia   EuropaEstáConVzla 	NONE
0	jar	El Gobierno ofreció a Puigdemont  simular  un referéndum a 72 horas del 1O con las urnas desaparecidas y sin antidisturbios suficientes   vía eldiarioes	FAVOR
0	jar	RT okdiario Los CDR apelan a la Constitución que rechazan para agitar la huelga que promueve Puigdemont  	AGAINST
0	jar	mariaverdugo17 losdelacantera Hola mariaverdugo17  desde La Vanguardia nos gustaría usar este vídeo Por supuesto añadiríamos la fuente al final Crees que sería posible  Gracias	NONE
0	jar	chicobarney Kkkkkkkkkk A loucura chegou a níveis extremos Amigo se informe melhor para não passar vergonha O senador Davi Alcolumbre na presidência foi produto da articulação do ministro da Casa Civil de Bolsonaro jairbolsonaro venceu de novo Chora mais que tá lindo	NONE
0	jar	Silencio es complicidad La UE es  no capaz  La proximidad del juicio pone de los nervios a los indepes y les lleva a afirmar burradas como estas Y juegan al  o estás conmigo o estás contra mí  Va a ser que la UE es facha  	AGAINST
0	jar	RT ElHuffPost Casado a Junqueras  Amar a España es incompatible con acabar con su democracia   	FAVOR
0	jar	Guaidó llega al Aeropuerto de Maiquetía y pasa los controles sin ser detenido  	NONE
0	jar	No quiero que PaloAltoBcn se vaya de Barcelona y haré todo lo posible para que permanezca aquí como centro de innovación creatividad y generación de riqueza y empleo La mediocridad de Colau no puede vencer a la creatividad BouBCN2019 	AGAINST
0	jar	SiguemeYTeSigoVOX El Voto más Útil para un Partido y unas agentes Utiles YoVotoVox EleccionesGenerales28A EspañaViva 	AGAINST
0	jar	RT carcaragones AdiósPedro y contigo la opción de indulto de los golpistas que tenias preparada	FAVOR
0	jar	Los presos reciben la citación para la apertura de juicio el 12 de febrero  	NONE
0	jar	INAUDITO  La portavoz del PSOE en el Congreso y Ministra de Educación y Formación Isabel Celaá  crítica a Inés Arrimadas porque dice  que ir a Waterloo a decirle a Puigdemón q no es nadie y q allí no hay República es provocar   Hace lo q tú Gobierno debería estar haciendo	FAVOR
0	jar	juanjesm yosoynaranjito gonzalezpaz La educación tendría que estar libre de símbolos políticos religiosos y adoctrinamientos pero quién es una docente para decidir cuáles pueden estar 😳 en fin caen las caretas	AGAINST
0	jar	RT MisterLovering elperiodico No se trata d q los trabajadores d la Gene sean indepes Es q si no eres indepe no puedes ser trabajador	AGAINST
0	jar	RT HISTORIASP TROPA GURIPA 4x02 RECREACIÓN DE SOLDADOS ANGLOCANADIENSES  vía YouTube	NONE
0	jar	Que EsquerraERC y PDECATsstg JuntsXCat difamen a la democracia Española diciendo que no hay separación de poderes y que hay una persecución ideológica cuando ayer mismo estos 2 partidos separatistas con sus votos libres tumbaron el gobierno actual de España es de traca 	AGAINST
0	jar	ThisIsTheRealSpain  Nunca interrumpas a tu enemigo cuando está cometiendo un error Napoleón Bonaparte  Uno detrás de otro 	FAVOR
0	jar	2 meses com a garota ja mandou fazer aliança kkkk que emocionado   2 meses ela me provou o que ninguém nunca me provou em anos Que essa minha emoção seja eterna pq estou feliz 	NONE
0	jar	RT iBarbarellah Como saben que la huelga iba a ser un fracaso pues la fuerzan  Esta es la democracia de la Republiqueta   	AGAINST
0	jar	RIVERA a un paso de autoproclamarse PRESIDENTE ENCARGADO de España Será delante de las masas en la Plaza de Colón No os lo perdáis que puede que CASADO se le adelantepara convocar elecciones claro RelatorARV SanchezDimisión 	FAVOR
0	jar	abelnaor FCBbasket Gracias Abel Deseamos que se puedan solucionar pronto esos problemas	NONE
0	jar	Puigdemont ofreció 500000 euros a dos informáticos para un sistema de votación 	FAVOR
0	jar	LaDirecta portetbruguera xevicamps Policias Nacionales cantando el  A por ellos  y la versió franquista del himno español CatalanReferendum 	FAVOR
0	jar	 Pensamiento  Ante esta tesitura tal vez los tres partidos que se definen como constitucionalistas PSOE Cs y PP deberían dar un paso adelante mostrar una pizca de generosidad y negociar entre ellos  La opinión de alextercerog  	AGAINST
0	jar	DocHollyday3 Pues de la manera en la que hablan CiudadanosCs o PPopular que discriminamos a los catalanes unionistas y que es un sinvivir para ellos si te los crees parece que nosotros les hagamos esto	FAVOR
0	jar	MonikaDiethelm rogertorrent quimforn ancSchweiz Sí tiene que ver con la organización de los cantones no No con crear una república del Jura creo y en algún momento se saltaron la ley y la constitución y proclamaron la independencia en el Jura	AGAINST
0	jar	O Brasil é o único lugar onde a população não tem dinheiro pra pagar por serviços privados e defende o fim de serviços públicos  Pais em q o pobre se acha classe media  A classe media se acha rico E rico se acha americanooo 	NONE
0	jar	VickyLitkens Yo hija de emigrantes  andaluces y antigua votante del PSOE iré a la díada  por la libertad de los presos políticos y exiliados y por la represión en Catalunya que es un pueblo amableeducado y pacífico Llibertad	FAVOR
0	jar	Millo El 20S los CDRs alentaban a la gente a manifestarse delante de la Conselleria de Economia  Pina Cómo puede ser que fuesen los CDRs si ese día todavía no existían  JudiciTV3CatRàdio 	FAVOR
0	jar	100918 sanchezcastejon meritxellbatet desdelamoncloa justiciagob PoderJudicialEs Seguimos a la espera de la liberación de los 9 rehenes que el Estado tiene secuestrados en Lledoners Puig de les Basses y Mas dEnric FreeTothom UsVolemACasa  LlibertatPresosPolítics 🎗 	FAVOR
0	jar	Me bloquearon otra cuenta una semana x una denuncia de un independentista Sino os gusta lo que digo no me sigais Pero dejar expresarse a la gente libremente Que sois unos fascistas	AGAINST
0	jar	El secretario de Estado Sr Nieto respondiendo las preguntas del abogado del Sr Forn🎗demostrando que los funcionarios españoles profesionales muy por encima de los políticos que siempre se lavan las manos porque su pensión siempre está asegurada 	AGAINST
0	jar	Los fascistas de V🐀X piden los nombres de quienes luchan contra la violencia de género y es q quizás pedir los nombres de los maltratadores sería pegarse un tiro en el pie   ApuntaMiNombreVox	FAVOR
0	jar	Acabo de realizar una pequeña aportación para la EspañaViva de voxes   No es mucho pero espero que pueda ayudar en la campaña electoral 	AGAINST
0	jar	La declaración de Millo es la farsa más vergonzosa que he visto jamás ahora entiendo que no quisiera que se le viera la cara mientras vomita tanta mierda JudiciFARSA  JudiciTV3CatRàdio  Fairy	FAVOR
0	jar	Irene Lozano es el nuevo demonio del separatismo Su último pecado compara el butifarrendum con una violación  Votar no está prohibido Si lo haces sin permiso es como una violación En una democracia se ha de cumplir la ley  Ciertamente losson expertos en violar la ley 	AGAINST
0	jar	La portada del 23 de febrero del 2019  Arrimadas ultima el salto al congreso con Rivera   	NONE
0	jar	🔴DIRECTO  Finalmente Juan Antonio Puigserver responsable máximo de Interior con el 155 será el primero en declarar esta tarde De este modo el coronel de la Guardia Civil  Diego Pérez de los Cobos lo hará más tarde 	NONE
0	jar	La documentalista danesa Elvira Lind relata la difícil decisión que tuvo que tomar esta bailarina y coreógrafa por lograr su sueño 	NONE
0	jar	Aquí un golpista diciendo que ama España  y su gente  su cultura  y todo en perfecto castellano junqueras  lo que hace que se te caiga la pastilla de jabón  en la ducha  intencionadamente  Luego decís que la carcel no reinserta  	AGAINST
0	jar	LaPatriaSonPersonas A esos que se les llena la boca de patriotismo a esos que solo saben meter mierda a esos que se creen salvadores de la cultura a esos yo les digo que aquí cabemos tods o no cabe ni Dios 	FAVOR
0	jar	Ribasmec critiquem mais rapaziadinha	NONE
0	jar	PSOE PP y Ciudadanos solicitan vetar la conferencia prevista de Puigdemont y Torra en el Parlamento Europeo  via diario16	FAVOR
0	jar	🔴🔴 Cuando piensas que no se puede hacer más el ridículo llega Carmen Calvo y rompe moldes🔻🔻🔻 elecciones2019votoderechas YoNoVoy8M NoHablesEnMiNombre azotarhastasangrar 8MNoMeRepresenta 	AGAINST
0	jar	Berlín hará un referéndum para expropiar las viviendas de los grandes tenedores y convertirlas en alquiler social como respuesta a la subida de los precios Esperan conseguir 200000 viviendas expropiando a grandes grupos económicos 	FAVOR
0	jar	RT abces El secreto mejor guardado de los golpistas españoles quién era el gran traidor del 23F 	AGAINST
0	jar	Pendientes del vuelo de los drones de Alex Txikon 	NONE
0	jar	🇺🇸Con menos del 5 de la población mundial Estados Unidos tiene aproximadamente un 20 de los presos del mundo Es con mucha diferencia el país que más presos tiene en relación a su población Una nueva infografía de abelgillobo en elOrdenMundial 	FAVOR
0	jar	vitorialeiva AjdinPenava Dos lecturas 1 ya no hay prisa con Matt siguientes ventanas octubre 2Te guardas esa plaza y si te interesa alguien en los descarte de octubre NBA puedes traerlo Siempre que haya  claro	AGAINST
0	jar	Los de Podemos dijeron que venían a acabar con la casta y con los privilegios y los mamoneos de los políticos Ahora apoyan a un Presidente que regala puestos a los negros que les escriben unas memorias y que se va de vacaciones a palacetes a costa del Estado	AGAINST
0	jar	JonInarritu Esto como se llama Nieto Si tú madre estuviese ahí como lo llamarías Nieto La Policía Nacional no cargó contra nadie el 1 de octubre solo hacía ejercicio  📍 Escola Verd  Girona Font Berlustinho 	FAVOR
0	jar	BeatrizTalegon junqueras Que no sois el ombligo del mundo que no sois  tan importantes que todo el mundo sabe que es un juicio contra unos políticos que se pasaron las leyes por los santísimos cohones	AGAINST
0	jar	StopSánchez10F sanchezcastejon pretende regalar un trozo de España  y poner en tela de juicio a la monarquía con tal de seguir en la Moncloa El Ataque a la Democracia  más grave desde el 23F 	AGAINST
0	jar	Han tenido k retirarlos botoxicos dicen k España tenía k haber plantado a Europa por no extraditar a Puigdemont si España abandona Europa pasaremos hambre  Inglaterra se ha equivocado y se veráel problema es k la gente del mundo entero se está refugiando en los nacionalismos	FAVOR
0	jar	Los del PP y los del Cs decían que no les gustaban los  pactos de perdedores  y los gobiernos  Frankenstein  Pues ya les gustan   Pactaron en Andalucía y con tal de gobernar pactarían con el mismo demonio   LaPatriaSonPersonas 	FAVOR
0	jar	La Guardia Civil entra en el Parlament de Catalunya Para buscar Datos de Malversación   Están nerviososno tienen Pruebas de nadapara condenar a Nadie en el Juicio Farsa Tal vez a ellos mismos y a tods los que participan de la Pantomima ULTIMAHORA  JuicioFARSA  absolució 	FAVOR
0	jar	Y de esos polvos represivos este lodo del fascismo social al que aún no hemos demostrado saber combatir desde la izquierda Sabe Marx que estoy en las antípodas ideológicas de Jordi Turoll por ejemplo pero toca defender a lxs represaliadxs sean políticxs activistas o músicxs	FAVOR
0	jar	RT lacibeles Este tweet lo han retuiteado 1500 personas  Mirad a ver cuántas os faltan por seguir  SiguemeYTeSigoVOX 	AGAINST
0	jar	Pronto Acabou a  crise  Bebianno Em 48 hs ninguém mais falará do sujeito Qual será a próxima desculpa para a extremaimprensa atacar Bolsonaro impiedosamente	NONE
0	jar	STOPSánchez10F Más que Stop a Sánchez Es la lucha por mis derechos para poder cumplir con mis obligaciones	AGAINST
0	jar	Te recuerdo que perteneces a un gobierno con Carmena la amiguita de Guaidó el golpista que le ha dado las llaves de la ciudad de Madrid al embajador de Israel Pedazo de farsante 	FAVOR
0	jar	Aniré fent el diccionari del JudiciFarsa    Murallas humanas  Devastados 7 coches  MurallasHumanasDesvastadas	FAVOR
0	jar	En Andalucía acaban de romper las promesas que hicieron hace 3 meses pero tienen la caradura de volvernos a mentir Como para no votar a VOX EspañaViva YovotoVox EleccionesGenerales 	AGAINST
0	jar	RT AllanSa37058956 como vocês conseguem trair e depois olhar no olho da pessoa e falar que ama tem que ser muito sem caráter pra iss	NONE
0	jar	El líder del PP advierte de que el peligro del independentismo catalán se traslade a Baleares Valencia y Aragó 	NONE
0	jar	RT Lucasrobert001 Nos segue com fé  quem bate cabeça e os fracos 	NONE
0	jar	La agresiva política de Trump no ha desincentivado a las familias emigrantes 	NONE
0	jar	Muy buena reflexión Esto es lo que ocurre hoy en España La mentira vestida de verdad y la verdad que está desnuda porque no tiene nada que ocultar Los que se visten de constitucionalistas cuando lo que son es algo muy diferente 	FAVOR
0	jar	RT Flamengo Os torcedores trazem suas homenagens aos Nossos10 FLAxFLU 	NONE
