AGAINST	RT EFEnotícies: Arrimades es presenta a les generals treure Sánchez de Moncloa EFEURGENTE
AGAINST	Gabrielrufian Dret a l'autodeterminació - Cop d'estat Press polítics - Golpistes Berenda amb els col·legues - Rebel · lió 15 mesos, no hi ha plan B - Fins a pudrir-me de pasta De res.
AGAINST	URGENTE?? Catalunya: Els CDR atacen amb pintura el quarter de la guàrdiacivil Vic La kale borroca catalana actuant amb total impunitat. eleccions2019votodereches jusapol jusapol AFAPOL_ EquiparacionYa
AGAINST	Cansat dels eslògans d'esquerres i dretes. Vull un país que progressi, que acabi amb els xiringuets, els privilegis polítics, les condonacions bancàries als partits que obliden a les persones, és esquerra o és dreta? Sincerament em dóna igual, vull valors
NONE	Li recordo a EnricJuliana que a Catalunya els no indepes no ens podem manifestar!! RelatorARV
AGAINST	RT agdjunt: Cita de Machat que no veuràs reproduir en els homenatges que certs polítics li estan fent
AGAINST	Em sembla molt estrany que la gallifanta i tota la patulea indepe no hagin fet cap esment a les declaracions dels testimonis que comprometen als golpistes. Hauran de prendre Almax per digerir bé la realitat JudicioProces
NONE	Així és Inés Arrimades: la seva carrera en 10 vídeos
FAVOR	1O Què fet delictiu o indici de delicte és que a Trapero no li agradés el nomenament del ara coronel Pérez? Portem mitja hora amb aquesta absurda cantinela
NONE	RT omundodaboIa: Melhor lateral direito do Mundo! #Moltwitter
AGAINST	Us expliquem un fet lamentable i és com uns radicals separatistes han assetjat una dona que s'ha negat a tancar el seu negoci a Barcelona.
AGAINST	En Directo rogertorrent creu que la intervenció de jonqueres es llegirà en els llibres d'història JudicioProces
AGAINST	RT PJuvencioC: lopez_vallet Hitler va fer exactament el que els indepes, pervertir la llei mitjançant el frau per acabar amb tots els amb...
FAVOR	"ErnestoEkaizer Digui-li a l'imbècil de Alfonso Guerra que en la seva transició hi havia un exèrcit que ja va fer de ""relator"" en la redacció de la constitució. Truca-li relator, truca-li amenaçador."
FAVOR	RupertCocke sarcasmodigame MariadelMarMen9 Estic d'acord, però és que no s'ha començat ni a debatre... Per anar de l'A a Z, l'important és passar per B C D E..., és a dir, introduint la democràcia directa poc a poc... A TODOS els polítics (inclosos indepes) els interessa mantenir la Partitcràcia.
